user_id,event,event_date,days_since_signup
USR00009,project_updated,2023-02-08,18
USR00009,search_performed,2023-02-09,19
USR00009,project_updated,2023-02-10,20
USR00009,file_uploaded,2023-02-15,25
USR00009,search_performed,2023-02-17,27
USR00009,session_started,2023-02-21,31
USR00009,comment_added,2023-02-26,36
USR00009,comment_added,2023-02-28,38
USR00009,search_performed,2023-03-18,56
USR00010,signup,2023-01-14,0
USR00010,email_verified,2023-01-14,0
USR00010,profile_completed,2023-01-15,1
USR00010,first_project_created,2023-01-15,1
USR00010,dashboard_viewed,2023-01-18,4
USR00010,comment_added,2023-01-15,1
USR00010,comment_added,2023-01-16,2
USR00010,file_uploaded,2023-01-17,3
USR00010,search_performed,2023-01-18,4
USR00010,session_started,2023-01-19,5
USR00010,search_performed,2023-01-29,15
USR00010,project_updated,2023-01-30,16
USR00010,project_updated,2023-01-31,17
USR00010,comment_added,2023-02-07,24
USR00010,task_created,2023-02-20,37
USR00010,project_updated,2023-02-27,44
USR00010,comment_added,2023-03-03,48
USR00010,file_uploaded,2023-03-04,49
USR00010,session_started,2023-03-07,52
USR00010,file_uploaded,2023-03-11,56
USR00010,search_performed,2023-03-13,58
USR00010,file_uploaded,2023-03-18,63
USR00010,session_started,2023-03-23,68
USR00010,session_started,2023-03-24,69
USR00010,search_performed,2023-03-28,73
USR00010,comment_added,2023-04-01,77
USR00010,task_created,2023-04-02,78
USR00010,comment_added,2023-04-09,85
USR00010,task_created,2023-04-11,87
USR00011,signup,2023-12-06,0
USR00011,email_verified,2023-12-06,0
USR00011,dashboard_viewed,2023-12-09,3
USR00011,upgrade_page_viewed,2023-12-31,25
USR00011,comment_added,2023-12-09,3
USR00011,comment_added,2023-12-16,10
USR00011,task_created,2023-12-17,11
USR00011,session_started,2023-12-18,12
USR00011,search_performed,2023-12-20,14
USR00011,project_updated,2023-12-23,17
USR00011,task_created,2024-01-03,28
USR00011,search_performed,2024-01-04,29
USR00011,file_uploaded,2024-01-05,30
USR00011,comment_added,2024-01-09,34
USR00011,session_started,2024-01-16,41
USR00011,project_updated,2024-02-07,63
USR00011,file_uploaded,2024-02-20,76
USR00012,signup,2023-02-04,0
USR00012,email_verified,2023-02-04,0
USR00012,profile_completed,2023-02-04,0
USR00012,first_project_created,2023-02-05,1
USR00012,invited_team_member,2023-02-11,7
USR00012,integration_connected,2023-02-07,3
USR00012,comment_added,2023-02-06,2
USR00012,search_performed,2023-02-07,3
USR00012,search_performed,2023-02-08,4
USR00012,file_uploaded,2023-02-09,5
USR00012,project_updated,2023-02-13,9
USR00012,file_uploaded,2023-02-14,10
USR00012,search_performed,2023-02-15,11
USR00012,session_started,2023-02-19,15
USR00012,session_started,2023-02-22,18
USR00012,task_created,2023-02-23,19
USR00012,project_updated,2023-02-24,20
USR00012,search_performed,2023-02-25,21
USR00012,search_performed,2023-02-27,23
USR00012,file_uploaded,2023-03-02,26
USR00012,task_created,2023-03-06,30
USR00012,search_performed,2023-03-12,36
USR00012,search_performed,2023-03-17,41
USR00012,session_started,2023-03-22,46
USR00012,comment_added,2023-03-28,52
USR00012,comment_added,2023-03-30,54
USR00012,project_updated,2023-04-01,56
USR00012,session_started,2023-04-03,58
USR00012,session_started,2023-04-04,59
USR00012,project_updated,2023-04-11,66
USR00012,task_created,2023-04-15,70
USR00012,project_updated,2023-04-24,79
USR00013,signup,2023-01-02,0
USR00013,email_verified,2023-01-02,0
USR00013,profile_completed,2023-01-03,1
USR00013,first_task_created,2023-01-04,2
USR00013,invited_team_member,2023-01-03,1
USR00013,dashboard_viewed,2023-01-08,6
USR00013,upgrade_page_viewed,2023-02-02,31
USR00013,project_updated,2023-01-03,1
USR00013,search_performed,2023-01-04,2
USR00013,task_created,2023-01-07,5
USR00013,comment_added,2023-01-08,6
USR00013,search_performed,2023-01-09,7
USR00013,file_uploaded,2023-01-15,13
USR00013,task_created,2023-01-21,19
USR00013,search_performed,2023-01-25,23
USR00013,task_created,2023-01-28,26
USR00013,project_updated,2023-02-02,31
USR00013,session_started,2023-02-08,37
USR00013,session_started,2023-02-13,42
USR00013,file_uploaded,2023-02-22,51
USR00013,project_updated,2023-03-10,67
USR00013,session_started,2023-03-17,74
USR00014,signup,2024-04-21,0
USR00014,email_verified,2024-04-21,0
USR00014,profile_completed,2024-04-21,0
USR00014,first_project_created,2024-04-21,0
USR00014,first_task_created,2024-04-21,0
USR00014,integration_connected,2024-05-10,19
USR00014,dashboard_viewed,2024-04-23,2
USR00014,report_generated,2024-05-02,11
USR00014,file_uploaded,2024-04-22,1
USR00014,search_performed,2024-04-23,2
USR00014,file_uploaded,2024-04-24,3
USR00014,task_created,2024-04-25,4
USR00014,session_started,2024-04-26,5
USR00014,task_created,2024-04-27,6
USR00014,session_started,2024-04-28,7
USR00014,search_performed,2024-04-29,8
USR00014,file_uploaded,2024-04-30,9
USR00014,task_created,2024-05-01,10
USR00014,task_created,2024-05-02,11
USR00014,project_updated,2024-05-03,12
USR00014,project_updated,2024-05-04,13
USR00014,search_performed,2024-05-10,19
USR00014,session_started,2024-05-16,25
USR00014,comment_added,2024-05-17,26
USR00014,session_started,2024-05-18,27
USR00014,session_started,2024-05-19,28
USR00014,comment_added,2024-05-23,32
USR00014,search_performed,2024-05-24,33
USR00014,file_uploaded,2024-05-27,36
USR00014,project_updated,2024-05-29,38
USR00014,file_uploaded,2024-06-01,41
USR00014,task_created,2024-06-02,42
USR00014,project_updated,2024-06-03,43
USR00014,session_started,2024-06-08,48
USR00014,file_uploaded,2024-06-10,50
USR00014,file_uploaded,2024-06-13,53
USR00015,signup,2023-09-27,0
USR00015,email_verified,2023-09-27,0
USR00015,profile_completed,2023-09-27,0
USR00015,first_project_created,2023-09-28,1
USR00015,first_task_created,2023-09-29,2
USR00015,integration_connected,2023-10-17,20
USR00015,dashboard_viewed,2023-10-03,6
USR00015,upgrade_page_viewed,2023-10-31,34
USR00015,project_updated,2023-09-29,2
USR00015,task_created,2023-10-01,4
USR00015,file_uploaded,2023-10-02,5
USR00015,session_started,2023-10-04,7
USR00015,file_uploaded,2023-10-06,9
USR00015,session_started,2023-10-09,12
USR00015,comment_added,2023-10-10,13
USR00015,search_performed,2023-10-16,19
USR00015,project_updated,2023-10-21,24
USR00015,comment_added,2023-10-24,27
USR00015,search_performed,2023-10-26,29
USR00015,comment_added,2023-10-30,33
USR00015,file_uploaded,2023-11-02,36
USR00015,task_created,2023-11-04,38
USR00015,session_started,2023-11-06,40
USR00015,session_started,2023-11-13,47
USR00015,session_started,2023-11-17,51
USR00015,file_uploaded,2023-11-19,53
USR00015,task_created,2023-11-27,61
USR00015,file_uploaded,2023-11-28,62
USR00015,search_performed,2023-12-26,90
USR00016,signup,2023-09-09,0
USR00016,email_verified,2023-09-09,0
USR00016,profile_completed,2023-09-10,1
USR00016,first_project_created,2023-09-09,0
USR00016,first_task_created,2023-09-10,1
USR00016,dashboard_viewed,2023-09-11,2
USR00016,upgrade_page_viewed,2023-10-23,44
USR00016,session_started,2023-09-11,2
USR00016,file_uploaded,2023-09-12,3
USR00016,session_started,2023-09-14,5
USR00016,session_started,2023-09-25,16
USR00016,comment_added,2023-10-02,23
USR00016,file_uploaded,2023-10-05,26
USR00016,search_performed,2023-10-14,35
USR00016,file_uploaded,2023-10-25,46
USR00016,task_created,2023-11-04,56
USR00016,project_updated,2023-11-12,64
USR00016,project_updated,2023-11-18,70
USR00016,search_performed,2023-12-01,83
USR00017,signup,2023-12-04,0
USR00017,email_verified,2023-12-04,0
USR00017,profile_completed,2023-12-05,1
USR00017,first_task_created,2023-12-06,2
USR00017,integration_connected,2023-12-20,16
USR00017,dashboard_viewed,2023-12-05,1
USR00017,plan_upgraded,2024-01-16,43
USR00017,session_started,2023-12-05,1
USR00017,project_updated,2023-12-06,2
USR00017,task_created,2023-12-08,4
USR00017,session_started,2023-12-09,5
USR00017,search_performed,2023-12-11,7
USR00017,file_uploaded,2023-12-12,8
USR00017,search_performed,2023-12-16,12
USR00017,session_started,2023-12-17,13
USR00017,project_updated,2023-12-18,14
USR00017,session_started,2023-12-19,15
USR00017,comment_added,2023-12-21,17
USR00017,search_performed,2023-12-22,18
USR00017,project_updated,2023-12-23,19
USR00017,file_uploaded,2023-12-24,20
USR00017,project_updated,2024-01-01,28
USR00017,task_created,2024-01-02,29
USR00017,task_created,2024-01-05,32
USR00017,file_uploaded,2024-01-08,35
USR00017,session_started,2024-01-11,38
USR00017,search_performed,2024-01-14,41
USR00017,search_performed,2024-01-28,55
USR00017,comment_added,2024-02-05,63
USR00017,comment_added,2024-02-16,74
USR00017,project_updated,2024-02-24,82
USR00018,signup,2023-07-07,0
USR00018,email_verified,2023-07-07,0
USR00018,first_project_created,2023-07-09,2
USR00018,first_task_created,2023-07-10,3
USR00018,invited_team_member,2023-07-10,3
USR00018,integration_connected,2023-07-12,5
USR00018,dashboard_viewed,2023-07-08,1
USR00018,project_updated,2023-07-09,2
USR00018,project_updated,2023-07-13,6
USR00018,file_uploaded,2023-07-16,9
USR00018,file_uploaded,2023-07-20,13
USR00018,project_updated,2023-07-23,16
USR00018,comment_added,2023-07-24,17
USR00018,project_updated,2023-07-25,18
USR00018,project_updated,2023-08-04,28
USR00018,session_started,2023-08-12,36
USR00018,search_performed,2023-08-17,41
USR00018,file_uploaded,2023-08-19,43
USR00018,comment_added,2023-08-23,47
USR00018,task_created,2023-09-11,66
USR00018,session_started,2023-09-24,79
USR00018,session_started,2023-10-02,87
USR00019,signup,2023-03-06,0
USR00019,email_verified,2023-03-06,0
USR00019,profile_completed,2023-03-06,0
USR00019,first_project_created,2023-03-06,0
USR00019,invited_team_member,2023-03-17,11
USR00019,dashboard_viewed,2023-03-12,6
USR00019,report_generated,2023-03-26,20
USR00019,upgrade_page_viewed,2023-03-17,11
USR00019,file_uploaded,2023-03-15,9
USR00019,project_updated,2023-03-28,22
USR00019,task_created,2023-04-05,30
USR00019,search_performed,2023-04-16,41
USR00019,task_created,2023-05-12,67
USR00019,project_updated,2023-05-21,76
USR00019,session_started,2023-06-01,87
USR00020,signup,2024-04-16,0
USR00020,email_verified,2024-04-16,0
USR00020,profile_completed,2024-04-16,0
USR00020,first_task_created,2024-04-16,0
USR00020,integration_connected,2024-04-25,9
USR00020,dashboard_viewed,2024-04-21,5
USR00020,upgrade_page_viewed,2024-05-12,26
USR00020,file_uploaded,2024-04-30,14
USR00020,task_created,2024-05-01,15
USR00020,session_started,2024-05-03,17
USR00020,project_updated,2024-05-06,20
USR00020,project_updated,2024-05-10,24
USR00020,task_created,2024-05-11,25
USR00020,search_performed,2024-05-15,29
USR00020,comment_added,2024-06-05,50
USR00020,search_performed,2024-06-08,53
USR00020,file_uploaded,2024-06-12,57
USR00021,signup,2024-02-23,0
USR00021,email_verified,2024-02-23,0
USR00021,profile_completed,2024-02-23,0
USR00021,first_project_created,2024-02-25,2
USR00021,dashboard_viewed,2024-02-24,1
USR00021,report_generated,2024-03-21,27
USR00021,plan_upgraded,2024-03-24,30
USR00021,session_started,2024-02-24,1
USR00021,task_created,2024-02-25,2
USR00021,file_uploaded,2024-02-26,3
USR00021,comment_added,2024-02-27,4
USR00021,search_performed,2024-02-28,5
USR00021,search_performed,2024-03-03,9
USR00021,comment_added,2024-03-05,11
USR00021,task_created,2024-03-08,14
USR00021,session_started,2024-03-13,19
USR00021,session_started,2024-03-14,20
USR00021,comment_added,2024-03-18,24
USR00021,search_performed,2024-03-19,25
USR00021,file_uploaded,2024-03-20,26
USR00021,task_created,2024-03-31,37
USR00021,search_performed,2024-04-05,42
USR00021,comment_added,2024-05-04,71
USR00021,project_updated,2024-05-05,72
USR00022,signup,2023-02-10,0
USR00022,email_verified,2023-02-10,0
USR00022,profile_completed,2023-02-10,0
USR00022,first_task_created,2023-02-10,0
USR00022,invited_team_member,2023-02-23,13
USR00022,integration_connected,2023-02-18,8
USR00022,dashboard_viewed,2023-02-14,4
USR00022,report_generated,2023-03-03,21
USR00022,comment_added,2023-02-11,1
USR00022,session_started,2023-02-13,3
USR00022,project_updated,2023-02-15,5
USR00022,session_started,2023-02-16,6
USR00022,task_created,2023-02-20,10
USR00022,project_updated,2023-02-21,11
USR00022,session_started,2023-02-22,12
USR00022,session_started,2023-02-23,13
USR00022,project_updated,2023-02-25,15
USR00022,task_created,2023-02-27,17
USR00022,search_performed,2023-03-02,20
USR00022,session_started,2023-03-03,21
USR00022,search_performed,2023-03-09,27
USR00022,comment_added,2023-03-10,28
USR00022,file_uploaded,2023-03-12,30
USR00022,search_performed,2023-03-13,31
USR00022,file_uploaded,2023-03-18,36
USR00022,project_updated,2023-03-21,39
USR00022,task_created,2023-03-29,47
USR00022,project_updated,2023-04-12,61
USR00022,session_started,2023-04-13,62
USR00022,project_updated,2023-04-17,66
USR00022,session_started,2023-04-22,71
USR00022,file_uploaded,2023-04-29,78
USR00022,session_started,2023-05-06,85
USR00023,signup,2023-02-02,0
USR00023,first_project_created,2023-02-04,2
USR00023,first_task_created,2023-02-04,2
USR00023,dashboard_viewed,2023-02-06,4
USR00023,comment_added,2023-02-03,1
USR00023,search_performed,2023-02-05,3
USR00023,search_performed,2023-02-06,4
USR00023,project_updated,2023-02-07,5
USR00023,task_created,2023-02-08,6
USR00023,comment_added,2023-02-09,7
USR00023,file_uploaded,2023-02-13,11
USR00023,file_uploaded,2023-02-14,12
USR00023,session_started,2023-02-19,17
USR00023,file_uploaded,2023-02-20,18
USR00023,comment_added,2023-02-23,21
USR00023,comment_added,2023-02-25,23
USR00023,project_updated,2023-03-04,30
USR00023,project_updated,2023-04-01,58
USR00023,search_performed,2023-04-06,63
USR00023,comment_added,2023-04-19,76
USR00024,signup,2023-04-09,0
USR00024,email_verified,2023-04-09,0
USR00024,first_task_created,2023-04-09,0
USR00024,invited_team_member,2023-04-12,3
USR00024,integration_connected,2023-04-18,9
USR00024,upgrade_page_viewed,2023-04-30,21
USR00024,task_created,2023-04-12,3
USR00024,project_updated,2023-04-15,6
USR00024,file_uploaded,2023-04-22,13
USR00024,search_performed,2023-04-30,21
USR00024,task_created,2023-05-03,24
USR00024,search_performed,2023-06-22,74
USR00025,signup,2024-04-06,0
USR00025,email_verified,2024-04-06,0
USR00025,profile_completed,2024-04-07,1
USR00025,first_project_created,2024-04-08,2
USR00025,first_task_created,2024-04-08,2
USR00025,dashboard_viewed,2024-04-09,3
USR00025,comment_added,2024-04-08,2
USR00025,search_performed,2024-04-09,3
USR00025,project_updated,2024-04-10,4
USR00025,file_uploaded,2024-04-11,5
USR00025,session_started,2024-04-13,7
USR00025,session_started,2024-04-14,8
USR00025,file_uploaded,2024-04-15,9
USR00025,search_performed,2024-04-16,10
USR00025,file_uploaded,2024-04-18,12
USR00025,comment_added,2024-04-19,13
USR00025,task_created,2024-04-20,14
USR00025,comment_added,2024-04-21,15
USR00025,file_uploaded,2024-04-28,22
USR00025,session_started,2024-05-02,26
USR00025,comment_added,2024-05-09,33
USR00025,task_created,2024-05-14,38
USR00025,session_started,2024-05-15,39
USR00025,session_started,2024-05-21,45
USR00025,task_created,2024-05-22,46
USR00025,task_created,2024-05-23,47
USR00025,task_created,2024-05-26,50
USR00025,task_created,2024-05-27,51
USR00025,search_performed,2024-05-29,53
USR00025,comment_added,2024-06-01,56
USR00025,task_created,2024-06-10,65
USR00025,project_updated,2024-06-29,84
USR00026,signup,2024-02-02,0
USR00026,first_project_created,2024-02-03,1
USR00026,first_task_created,2024-02-04,2
USR00026,dashboard_viewed,2024-02-07,5
USR00026,upgrade_page_viewed,2024-02-13,11
USR00026,plan_upgraded,2024-02-23,21
USR00026,search_performed,2024-02-04,2
USR00026,file_uploaded,2024-02-10,8
USR00026,file_uploaded,2024-02-20,18
USR00026,session_started,2024-02-23,21
USR00026,comment_added,2024-02-25,23
USR00026,file_uploaded,2024-04-08,66
USR00027,signup,2024-04-05,0
USR00027,email_verified,2024-04-05,0
USR00027,profile_completed,2024-04-06,1
USR00027,first_task_created,2024-04-07,2
USR00027,file_uploaded,2024-04-06,1
USR00027,search_performed,2024-04-16,11
USR00027,session_started,2024-04-19,14
USR00027,search_performed,2024-04-21,16
USR00027,task_created,2024-04-23,18
USR00027,task_created,2024-04-25,20
USR00027,session_started,2024-04-29,24
USR00027,task_created,2024-05-05,30
USR00027,session_started,2024-05-07,32
USR00027,project_updated,2024-05-14,39
USR00027,comment_added,2024-05-18,43
USR00027,comment_added,2024-05-20,45
USR00027,search_performed,2024-05-23,48
USR00027,search_performed,2024-05-25,50
USR00027,project_updated,2024-05-26,51
USR00027,task_created,2024-05-28,53
USR00027,comment_added,2024-05-31,56
USR00027,task_created,2024-06-17,73
USR00028,signup,2023-04-06,0
USR00028,email_verified,2023-04-06,0
USR00028,first_project_created,2023-04-07,1
USR00028,first_task_created,2023-04-08,2
USR00028,invited_team_member,2023-04-10,4
USR00028,integration_connected,2023-04-11,5
USR00028,report_generated,2023-05-03,27
USR00028,search_performed,2023-04-07,1
USR00028,comment_added,2023-04-09,3
USR00028,project_updated,2023-04-10,4
USR00028,session_started,2023-04-11,5
USR00028,search_performed,2023-04-12,6
USR00028,file_uploaded,2023-04-13,7
USR00028,session_started,2023-04-16,10
USR00028,search_performed,2023-04-17,11
USR00028,task_created,2023-04-18,12
USR00028,session_started,2023-04-21,15
USR00028,file_uploaded,2023-04-23,17
USR00028,project_updated,2023-04-28,22
USR00028,search_performed,2023-05-04,28
USR00028,task_created,2023-05-08,32
USR00028,comment_added,2023-05-10,34
USR00028,comment_added,2023-05-12,36
USR00028,project_updated,2023-05-13,37
USR00028,session_started,2023-05-23,47
USR00028,comment_added,2023-06-01,56
USR00028,comment_added,2023-06-09,64
USR00028,session_started,2023-06-13,68
USR00028,project_updated,2023-06-18,73
USR00028,project_updated,2023-07-05,90
USR00029,signup,2023-06-20,0
USR00029,email_verified,2023-06-20,0
USR00029,profile_completed,2023-06-21,1
USR00029,first_project_created,2023-06-21,1
USR00029,dashboard_viewed,2023-06-24,4
USR00029,upgrade_page_viewed,2023-07-10,20
USR00029,comment_added,2023-06-21,1
USR00029,task_created,2023-06-22,2
USR00029,file_uploaded,2023-06-23,3
USR00029,project_updated,2023-07-01,11
USR00029,project_updated,2023-07-13,23
USR00029,session_started,2023-07-24,34
USR00029,search_performed,2023-07-26,36
USR00029,task_created,2023-08-28,69
USR00030,signup,2023-08-31,0
USR00030,email_verified,2023-08-31,0
USR00030,first_project_created,2023-09-02,2
USR00030,first_task_created,2023-09-02,2
USR00030,integration_connected,2023-09-17,17
USR00030,comment_added,2023-09-01,1
USR00030,session_started,2023-09-02,2
USR00030,project_updated,2023-09-06,6
USR00030,search_performed,2023-09-08,8
USR00030,search_performed,2023-09-16,16
USR00030,project_updated,2023-09-19,19
USR00030,session_started,2023-09-20,20
USR00030,session_started,2023-09-23,23
