user_id,signup_date,plan,channel,company_size,cohort_month,retention_prob
USR00195,2024-03-16,Free,Organic Search,11-50,2024-03,0.41000000000000003
USR00196,2023-09-11,Free,Referral,2-10,2023-09,0.43000000000000005
USR00197,2023-04-28,Pro,Organic Search,11-50,2023-04,0.68
USR00198,2023-08-04,Free,Paid Search,2-10,2023-08,0.23000000000000004
USR00199,2023-06-06,Free,Referral,11-50,2023-06,0.51
USR00200,2023-04-05,Free,Paid Search,11-50,2023-04,0.31000000000000005
USR00201,2023-10-10,Free,Organic Search,51-200,2023-10,0.41000000000000003
USR00202,2023-05-14,Free,Paid Search,51-200,2023-05,0.31000000000000005
USR00203,2024-01-31,Pro,Organic Search,Solo,2024-01,0.6000000000000001
USR00204,2024-04-04,Free,Direct,11-50,2024-04,0.41000000000000003
USR00205,2023-05-07,Free,Product Hunt,2-10,2023-05,0.38
USR00206,2023-02-20,Pro,Social Media,51-200,2023-02,0.6
USR00207,2024-02-11,Free,Organic Search,Solo,2024-02,0.33
USR00208,2024-02-24,Free,Social Media,51-200,2024-02,0.33
USR00209,2024-01-06,Free,Paid Search,Solo,2024-01,0.23000000000000004
USR00210,2023-05-17,Free,Referral,2-10,2023-05,0.43000000000000005
USR00211,2023-09-01,Free,Direct,2-10,2023-09,0.33
USR00212,2023-07-29,Free,Direct,2-10,2023-07,0.33
USR00213,2023-06-28,Free,Product Hunt,Solo,2023-06,0.38
USR00214,2024-05-15,Pro,Paid Search,2-10,2024-05,0.5
USR00215,2023-06-05,Free,Paid Search,200+,2023-06,0.31000000000000005
USR00216,2023-12-27,Free,Paid Search,Solo,2023-12,0.23000000000000004
USR00217,2023-12-26,Free,Product Hunt,Solo,2023-12,0.38
USR00218,2023-08-03,Free,Referral,2-10,2023-08,0.43000000000000005
USR00219,2023-10-12,Free,Paid Search,11-50,2023-10,0.31000000000000005
USR00220,2023-01-19,Free,Referral,2-10,2023-01,0.43000000000000005
USR00221,2023-07-13,Free,Paid Search,2-10,2023-07,0.23000000000000004
USR00222,2023-09-21,Pro,Social Media,2-10,2023-09,0.52
USR00223,2024-04-02,Pro,Paid Search,11-50,2024-04,0.58
USR00224,2023-02-24,Free,Referral,11-50,2023-02,0.51
USR00225,2023-11-09,Free,Organic Search,11-50,2023-11,0.41000000000000003
USR00226,2023-11-24,Free,Referral,Solo,2023-11,0.43000000000000005
USR00227,2023-09-21,Free,Organic Search,11-50,2023-09,0.41000000000000003
USR00228,2023-04-30,Pro,Social Media,51-200,2023-04,0.6
USR00229,2023-07-01,Free,Organic Search,51-200,2023-07,0.41000000000000003
USR00230,2023-01-07,Free,Referral,11-50,2023-01,0.51
USR00231,2024-01-16,Pro,Product Hunt,11-50,2024-01,0.73
USR00232,2024-06-06,Free,Paid Search,2-10,2024-06,0.23000000000000004
USR00233,2024-01-31,Pro,Organic Search,11-50,2024-01,0.68
USR00234,2023-08-14,Pro,Organic Search,200+,2023-08,0.68
USR00235,2023-12-30,Free,Direct,2-10,2023-12,0.33
USR00236,2023-05-08,Free,Paid Search,2-10,2023-05,0.23000000000000004
USR00237,2024-06-04,Free,Product Hunt,Solo,2024-06,0.38
USR00238,2023-10-05,Pro,Social Media,2-10,2023-10,0.52
USR00239,2023-04-19,Pro,Referral,11-50,2023-04,0.78
USR00240,2023-05-08,Free,Product Hunt,Solo,2023-05,0.38
USR00241,2023-01-17,Free,Paid Search,11-50,2023-01,0.31000000000000005
USR00242,2023-12-08,Free,Direct,51-200,2023-12,0.41000000000000003
USR00243,2023-06-17,Free,Product Hunt,2-10,2023-06,0.38
USR00244,2024-02-05,Free,Paid Search,2-10,2024-02,0.23000000000000004
USR00245,2023-05-10,Free,Referral,Solo,2023-05,0.43000000000000005
USR00246,2023-10-19,Pro,Organic Search,11-50,2023-10,0.68
USR00247,2023-01-11,Free,Referral,Solo,2023-01,0.43000000000000005
USR00248,2023-08-15,Enterprise,Paid Search,200+,2023-08,0.83
USR00249,2024-02-10,Pro,Organic Search,Solo,2024-02,0.6000000000000001
USR00250,2023-05-28,Free,Direct,11-50,2023-05,0.41000000000000003
USR00251,2024-05-21,Free,Organic Search,11-50,2024-05,0.41000000000000003
USR00252,2024-05-15,Free,Paid Search,2-10,2024-05,0.23000000000000004
USR00253,2023-03-02,Pro,Paid Search,Solo,2023-03,0.5
USR00254,2023-05-11,Free,Organic Search,200+,2023-05,0.41000000000000003
USR00255,2023-04-12,Free,Paid Search,Solo,2023-04,0.23000000000000004
USR00256,2023-01-17,Enterprise,Paid Search,Solo,2023-01,0.75
USR00257,2023-11-14,Enterprise,Referral,2-10,2023-11,0.9
USR00258,2023-03-22,Pro,Referral,11-50,2023-03,0.78
USR00259,2024-06-20,Pro,Product Hunt,11-50,2024-06,0.73
USR00260,2024-05-03,Enterprise,Organic Search,11-50,2024-05,0.9
USR00261,2024-02-05,Free,Paid Search,51-200,2024-02,0.31000000000000005
USR00262,2023-12-01,Pro,Organic Search,51-200,2023-12,0.68
USR00263,2024-05-12,Free,Referral,11-50,2024-05,0.51
USR00264,2024-01-07,Pro,Organic Search,11-50,2024-01,0.68
USR00265,2023-09-30,Pro,Paid Search,2-10,2023-09,0.5
USR00266,2023-04-08,Pro,Paid Search,2-10,2023-04,0.5
USR00267,2023-12-30,Free,Direct,2-10,2023-12,0.33
USR00268,2024-02-01,Free,Direct,2-10,2024-02,0.33
USR00269,2024-03-25,Free,Direct,Solo,2024-03,0.33
USR00270,2023-05-21,Free,Social Media,Solo,2023-05,0.25
USR00271,2023-01-29,Pro,Paid Search,2-10,2023-01,0.5
USR00272,2023-09-29,Pro,Social Media,11-50,2023-09,0.6
USR00273,2023-12-25,Free,Referral,Solo,2023-12,0.43000000000000005
USR00274,2024-03-04,Free,Organic Search,Solo,2024-03,0.33
USR00275,2023-10-20,Free,Organic Search,200+,2023-10,0.41000000000000003
USR00276,2024-02-03,Free,Referral,Solo,2024-02,0.43000000000000005
USR00277,2023-03-02,Free,Product Hunt,200+,2023-03,0.46
USR00278,2023-11-15,Enterprise,Paid Search,2-10,2023-11,0.75
USR00279,2023-06-02,Pro,Organic Search,2-10,2023-06,0.6000000000000001
USR00280,2023-11-06,Free,Paid Search,Solo,2023-11,0.23000000000000004
USR00281,2023-08-14,Free,Organic Search,200+,2023-08,0.41000000000000003
USR00282,2024-05-31,Free,Social Media,51-200,2024-05,0.33
USR00283,2023-04-09,Free,Paid Search,Solo,2023-04,0.23000000000000004
USR00284,2024-02-23,Pro,Referral,Solo,2024-02,0.7000000000000001
USR00285,2023-06-09,Free,Product Hunt,11-50,2023-06,0.46
USR00286,2023-03-30,Free,Product Hunt,Solo,2023-03,0.38
USR00287,2023-11-19,Free,Paid Search,Solo,2023-11,0.23000000000000004
USR00288,2023-11-28,Free,Organic Search,51-200,2023-11,0.41000000000000003
USR00289,2024-01-30,Free,Paid Search,2-10,2024-01,0.23000000000000004
USR00290,2023-11-24,Pro,Organic Search,2-10,2023-11,0.6000000000000001
USR00291,2023-02-06,Free,Referral,Solo,2023-02,0.43000000000000005
USR00292,2023-04-24,Free,Paid Search,2-10,2023-04,0.23000000000000004
USR00293,2023-11-19,Free,Referral,2-10,2023-11,0.43000000000000005
USR00294,2023-10-16,Pro,Referral,11-50,2023-10,0.78
USR00295,2023-12-19,Free,Organic Search,2-10,2023-12,0.33
USR00296,2023-12-11,Enterprise,Organic Search,11-50,2023-12,0.9
USR00297,2023-01-07,Pro,Social Media,2-10,2023-01,0.52
USR00298,2023-01-31,Pro,Organic Search,2-10,2023-01,0.6000000000000001
USR00299,2023-03-23,Pro,Direct,2-10,2023-03,0.6000000000000001
USR00300,2023-10-22,Free,Organic Search,2-10,2023-10,0.33
USR00301,2023-08-21,Free,Organic Search,2-10,2023-08,0.33
USR00302,2023-12-31,Pro,Organic Search,11-50,2023-12,0.68
USR00303,2023-08-21,Enterprise,Organic Search,2-10,2023-08,0.8500000000000001
USR00304,2023-08-10,Pro,Referral,Solo,2023-08,0.7000000000000001
USR00305,2024-04-28,Free,Organic Search,11-50,2024-04,0.41000000000000003
USR00306,2024-02-05,Free,Organic Search,2-10,2024-02,0.33
USR00307,2023-07-29,Pro,Social Media,200+,2023-07,0.6
USR00308,2023-08-15,Free,Paid Search,Solo,2023-08,0.23000000000000004
USR00309,2023-02-02,Free,Paid Search,11-50,2023-02,0.31000000000000005
USR00310,2024-06-21,Free,Paid Search,51-200,2024-06,0.31000000000000005
USR00311,2023-04-09,Free,Organic Search,11-50,2023-04,0.41000000000000003
USR00312,2023-06-06,Free,Direct,11-50,2023-06,0.41000000000000003
USR00313,2023-03-25,Pro,Organic Search,200+,2023-03,0.68
USR00314,2024-03-15,Free,Social Media,2-10,2024-03,0.25
USR00315,2023-03-25,Free,Organic Search,200+,2023-03,0.41000000000000003
USR00316,2023-09-14,Free,Referral,11-50,2023-09,0.51
USR00317,2023-06-12,Free,Referral,2-10,2023-06,0.43000000000000005
USR00318,2023-09-28,Free,Paid Search,Solo,2023-09,0.23000000000000004
USR00319,2023-11-05,Free,Paid Search,2-10,2023-11,0.23000000000000004
USR00320,2023-07-18,Free,Organic Search,Solo,2023-07,0.33
USR00321,2024-01-13,Free,Referral,2-10,2024-01,0.43000000000000005
USR00322,2023-07-25,Free,Product Hunt,Solo,2023-07,0.38
USR00323,2024-06-04,Free,Paid Search,Solo,2024-06,0.23000000000000004
USR00324,2024-05-15,Free,Referral,2-10,2024-05,0.43000000000000005
USR00325,2023-03-13,Free,Referral,2-10,2023-03,0.43000000000000005
USR00326,2024-05-09,Free,Organic Search,11-50,2024-05,0.41000000000000003
USR00327,2023-04-12,Pro,Referral,11-50,2023-04,0.78
USR00328,2024-02-05,Free,Product Hunt,Solo,2024-02,0.38
USR00329,2023-11-06,Free,Referral,2-10,2023-11,0.43000000000000005
USR00330,2023-08-30,Free,Paid Search,Solo,2023-08,0.23000000000000004
USR00331,2023-04-26,Free,Organic Search,200+,2023-04,0.41000000000000003
USR00332,2023-03-31,Pro,Direct,Solo,2023-03,0.6000000000000001
USR00333,2024-03-03,Free,Product Hunt,11-50,2024-03,0.46
USR00334,2023-01-09,Enterprise,Organic Search,2-10,2023-01,0.8500000000000001
USR00335,2024-01-05,Enterprise,Social Media,2-10,2024-01,0.77
USR00336,2023-03-25,Free,Direct,Solo,2023-03,0.33
USR00337,2023-03-25,Free,Product Hunt,11-50,2023-03,0.46
USR00338,2024-05-29,Free,Organic Search,2-10,2024-05,0.33
USR00339,2023-01-12,Free,Organic Search,51-200,2023-01,0.41000000000000003
USR00340,2023-05-02,Free,Paid Search,11-50,2023-05,0.31000000000000005
USR00341,2023-11-05,Pro,Paid Search,2-10,2023-11,0.5
USR00342,2023-12-18,Free,Paid Search,Solo,2023-12,0.23000000000000004
USR00343,2023-02-04,Free,Paid Search,Solo,2023-02,0.23000000000000004
USR00344,2023-11-28,Free,Social Media,2-10,2023-11,0.25
USR00345,2023-01-24,Free,Organic Search,2-10,2023-01,0.33
USR00346,2024-06-15,Free,Paid Search,2-10,2024-06,0.23000000000000004
USR00347,2024-02-24,Free,Paid Search,2-10,2024-02,0.23000000000000004
USR00348,2023-12-01,Pro,Paid Search,Solo,2023-12,0.5
USR00349,2024-01-06,Free,Paid Search,2-10,2024-01,0.23000000000000004
USR00350,2024-06-13,Free,Referral,Solo,2024-06,0.43000000000000005
USR00351,2024-06-03,Free,Product Hunt,2-10,2024-06,0.38
USR00352,2024-06-09,Enterprise,Organic Search,51-200,2024-06,0.9
USR00353,2023-11-14,Free,Paid Search,2-10,2023-11,0.23000000000000004
USR00354,2023-08-19,Free,Product Hunt,Solo,2023-08,0.38
USR00355,2023-01-28,Free,Referral,2-10,2023-01,0.43000000000000005
USR00356,2024-02-28,Free,Paid Search,Solo,2024-02,0.23000000000000004
USR00357,2023-10-14,Free,Organic Search,Solo,2023-10,0.33
USR00358,2023-12-27,Free,Organic Search,2-10,2023-12,0.33
USR00359,2024-05-27,Free,Paid Search,2-10,2024-05,0.23000000000000004
USR00360,2023-04-17,Pro,Referral,2-10,2023-04,0.7000000000000001
USR00361,2024-05-11,Pro,Paid Search,51-200,2024-05,0.58
USR00362,2023-09-08,Free,Organic Search,Solo,2023-09,0.33
USR00363,2024-05-25,Free,Organic Search,2-10,2024-05,0.33
USR00364,2023-02-04,Free,Social Media,2-10,2023-02,0.25
USR00365,2023-07-25,Pro,Paid Search,2-10,2023-07,0.5
USR00366,2023-09-08,Free,Social Media,2-10,2023-09,0.25
USR00367,2023-07-04,Free,Organic Search,2-10,2023-07,0.33
USR00368,2024-03-03,Free,Organic Search,Solo,2024-03,0.33
USR00369,2023-11-04,Pro,Organic Search,11-50,2023-11,0.68
USR00370,2023-12-07,Free,Referral,2-10,2023-12,0.43000000000000005
USR00371,2024-05-31,Enterprise,Organic Search,11-50,2024-05,0.9
USR00372,2023-04-29,Enterprise,Referral,2-10,2023-04,0.9
USR00373,2023-05-25,Pro,Direct,11-50,2023-05,0.68
USR00374,2023-12-11,Pro,Referral,Solo,2023-12,0.7000000000000001
USR00375,2023-02-22,Pro,Product Hunt,2-10,2023-02,0.65
USR00376,2023-06-10,Free,Direct,11-50,2023-06,0.41000000000000003
USR00377,2023-06-08,Pro,Direct,2-10,2023-06,0.6000000000000001
USR00378,2024-05-08,Pro,Paid Search,51-200,2024-05,0.58
USR00379,2024-02-01,Pro,Paid Search,11-50,2024-02,0.58
USR00380,2023-12-10,Free,Product Hunt,2-10,2023-12,0.38
USR00381,2023-03-06,Free,Paid Search,11-50,2023-03,0.31000000000000005
USR00382,2024-04-17,Free,Paid Search,2-10,2024-04,0.23000000000000004
